MV Number - Based on Word count (S - L),Main Cue,Story,Emotional Intensity,Emotion Aversion,Harm,Self Benefit,Other Benefit,Pre-meditated,Illegality,Social Norm Violation,Socialness,Frequency,Personal Familiarity,General Familiarity,Morally Appropriate,Norm Violation Component,Social Affect Component,Intention Component,Word Count
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,2.27,2.00,1.33,3.43,6.27,5.10,1.20,1.27,5.70,4.63,4.37,5.07,6.50,-1.99,-.88,.53,49
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",4.93,2.93,1.77,3.33,4.53,3.50,1.27,1.80,3.13,3.20,2.20,3.50,6.53,-1.23,-1.00,-1.24,56
26,Virtuous,"I bought some bread and some milk in the store the other day. After I paid, I realized that the cashier gave me the wrong change back. I went back and told her this.",2.47,2.20,1.60,3.80,4.97,3.47,1.20,1.77,4.80,3.87,3.80,4.47,6.53,-1.45,-1.41,-.54,34
81,Honest,"About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it. ",2.60,1.83,1.30,3.30,6.43,2.80,1.30,1.37,5.80,3.73,2.90,3.67,6.57,-1.87,-1.05,-.80,38
47,Honest,My daughter and I were shopping in a toy store at the mall. We found a wallet that had money and receipts in it. So we tracked down the mall police and gave it to them. ,2.60,2.27,1.50,3.07,6.07,3.50,1.23,1.53,5.10,3.73,2.97,3.83,6.57,-1.73,-1.11,-.76,36
35,Tired,My wife was diagnosed with cancer. I was there with her every step of the way even though it was extremely emotionally and mentally demanding. I helped her through all her appointments and emotional distress.,6.53,5.17,1.57,4.00,6.30,5.83,1.33,1.43,6.00,5.23,2.60,4.53,6.57,-1.98,1.70,.93,35
296,Compassionate,"When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well. ",3.83,2.13,1.33,4.83,6.27,6.43,1.30,1.60,6.03,3.60,2.13,3.20,6.60,-2.09,-.10,2.11,55
246,Compassionate,"My neighbor had a dog for 14 years and one day the dog disappeared. I went around putting up signs throughout the neighborhood but when my friend found his dog, it was sick and needed to be put to sleep. I stayed up all night with him as he cried.",5.97,4.70,1.87,3.43,6.13,4.17,1.23,1.47,6.00,3.80,2.43,3.37,6.60,-1.83,1.24,-.28,50
229,Tempted,"While I was working as the manager of a bar in Philadelphia, part of my job was to make deposits in the bank’s night box. One night when I was depositing money, I found someone else’s bag of money. Instead of keeping it I deposited it for them. ",3.43,2.47,1.53,3.03,6.23,3.20,1.60,1.53,4.87,2.50,1.73,2.70,6.63,-1.68,-.92,-1.01,48
181,Virtuous,I found a pocketbook full of money when I was ten years old. It was in the parking lot of a store in the town that I grew up in. I showed it to my mother and we took it back into the store.,3.20,2.53,1.57,3.03,5.97,3.83,1.37,1.73,5.27,3.70,3.17,4.20,6.63,-1.71,-.71,-.58,44
84,Honest,I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.,3.37,1.77,1.50,3.40,6.33,3.83,1.20,1.27,5.40,3.37,2.77,3.50,6.67,-1.94,-.82,-.24,38
64,Honest,One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.,3.07,2.43,1.47,3.10,5.87,3.23,1.20,1.57,4.97,3.17,3.10,4.00,6.67,-1.69,-1.00,-.96,37
34,Responsible,"I found a wallet while I was out walking once. Fortunately, it had an ID in it so I could return it. So I brought it down to the police station and turned it in.",2.67,1.97,1.33,3.03,5.87,4.20,1.13,1.40,4.73,3.73,3.10,4.30,6.67,-1.80,-1.25,-.44,35
232,Happy,I was stopped in traffic on the freeway and looked outside the window and saw a wallet. While the cars were stopped I reached out and picked up the wallet. I wrote to the person who was on the license in the wallet and he got his wallet back.,2.83,1.80,1.57,3.23,6.23,4.03,1.23,1.53,5.10,2.97,2.13,3.17,6.70,-1.83,-1.08,-.29,49
249,Compassionate,A long time ago I helped organize an intervention for my dad’s alcoholism. My grandmother and I funded all of the members of the family to assemble together in one location. When my dad walked into the room he began to cry because he was so touched by our action.,6.20,3.40,1.60,4.60,6.37,6.53,1.37,1.67,6.57,4.07,1.77,3.77,6.70,-2.15,1.38,2.03,50
90,Honest,"I was at this festival downtown and there was a man walking along, counting his money. He had a lot of cash in his hands and dropped a five-dollar bill. I picked it up and returned it to him.",2.50,1.67,1.53,3.13,5.90,2.60,1.20,1.30,5.43,4.07,3.47,3.87,6.70,-1.76,-1.29,-1.11,39
36,Happy,I used to ride the bus everyday to work. One day I noticed a pregnant woman who did not have a seat. So I took her by the arm and helped her find a seat. ,2.90,1.90,1.33,2.90,5.97,2.83,1.70,1.33,5.60,4.13,3.53,4.03,6.73,-1.77,-1.03,-1.07,35
250,Compassionate,I started working in a restaurant and had been there only 2 weeks when a fellow co-worker’s brother died. She couldn’t come into work the day he died and none of her fellow co-workers would cover her shift. So I worked a double shift that day and covered for her.,4.10,3.63,1.33,3.50,6.00,3.60,1.30,1.50,5.77,4.00,2.60,3.63,6.77,-1.81,.03,-.51,50
38,Compassionate,"I was running across the street one time, years ago, and a little old woman fell. She was carrying groceries and she slipped. I helped her get her bearings back and picked up the groceries. ",3.57,2.53,1.57,3.57,6.13,2.47,1.40,1.30,5.67,4.03,3.63,4.37,6.83,-1.78,-.63,-1.00,35
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
